id,updatedDate,publishedDate,title,summary,authors,downloadLink,filePath
http://arxiv.org/abs/0801.4100v1,2008-01-27T11:19:06Z,2008-01-27T11:19:06Z,FindingTheKrausDecompositionFromAMasterEquationAndViceVersa.pdf,"  For any master equation which is local in time, whether Markovian,non-Markovian, of Lindblad form or not, a general procedure is reviewed forconstructing the corresponding linear map from the initial state to the stateat time t, including its Kraus-type representations. Formally, this isequivalent to solving the master equation. For an N-dimensional Hilbert spaceit requires (i) solving a first order N^2 x N^2 matrix time evolution (toobtain the completely positive map), and (ii) diagonalising a related N^2 x N^2matrix (to obtain a Kraus-type representation). Conversely, for a giventime-dependent linear map, a necessary and sufficient condition is given forthe existence of a corresponding master equation, where the (not necessarilyunique) form of this equation is explicitly determined. It is shown that a`best possible' master equation may always be defined, for approximating theevolution in the case that no exact master equation exists. Examples involvingqubits are given.","Erika Andersson, Jim D. Cresser, Michael J. W. Hall, ",http://arxiv.org/pdf/0801.4100v1.pdf,./files/FindingTheKrausDecompositionFromAMasterEquationAndViceVersa.pdf
http://arxiv.org/abs/1012.1392v1,2010-12-07T03:40:07Z,2010-12-07T03:40:07Z,TheStrongCouplingMasterEquationOfQuantumOpenSystems.pdf,"  In this paper we demonstrate how to generate the strong-coupling masterequations for open quantum systems of continuous variables. These are thedissipative master equations of quantum Brownian particles for which theenvironmental noise is stronger than other system forces. Our strong-couplingmaster equations are very different from other so-called ""strong-coupling""master equations (e.g. the quantum Smoluchowski equation) which are perturbingoff a limit in which the system energy is taken to be perturbative and thus thedynamics is principally Markovian. Such approximations also require the systemmass to be asymptotically large (even as compared to the ratio of noise andinduced system frequencies) and thus they do not fully categorize the regime ofwhat one might consider to be strong coupling. Our master equations are highlynon-Markovian and radically different for different system potentials,admitting no apparent generic form. This result is quite exciting as it bringsforth a new regime for theoretical exploration: the regime of strong noise anddissipation yet non-Markovian, such as strong coupling to a low-temperatureenvironment with large 1/f fluctuations.",C. H. Fleming,http://arxiv.org/pdf/1012.1392v1.pdf,./files/TheStrongCouplingMasterEquationOfQuantumOpenSystems.pdf
http://arxiv.org/abs/1108.3216v2,2011-12-06T16:57:43Z,2011-08-16T11:58:46Z,ATimeDependentMarkovianMasterEquationForAdiabaticSystemsAndItsApplicationToTheCooperPairPumping.pdf,"  For adiabatically and periodically manipulated dissipative quantum systems wederive, using Floquet theory, a simple Markovian master equation. Contrary tosome previous works we explicitly take into account the time dependence of theHamiltonian and, therefore, obtain a master equation with a time-dependentdissipative part. We illustrate our theory with two examples and compare ourresults with the previously proposed master equations. In particular, weconsider the problem of Cooper pair pumping and demonstrate the inadequacy ofthe secular (rotating wave) approximation when calculating the pumped charge.The secular approximation producing a master equation of the Lindblad typeapproximates well the quantum state (density matrix) of the system, while todetermine the pumped charge a non-Lindblad master equation beyond the rotatingwave approximation is necessary.","I. Kamleitner, A. Shnirman, ",http://arxiv.org/pdf/1108.3216v2.pdf,./files/ATimeDependentMarkovianMasterEquationForAdiabaticSystemsAndItsApplicationToTheCooperPairPumping.pdf
http://arxiv.org/abs/1303.6580v1,2013-03-26T18:08:58Z,2013-03-26T18:08:58Z,CoarseGrainingCanBeatTheRotatingWaveApproximationInQuantumMarkovianMasterEquations.pdf,"  We present a first-principles derivation of the Markovian semi-group masterequation without invoking the rotating wave approximation (RWA). Instead we usea time coarse-graining approach which leaves us with a free timescaleparameter, which we can optimize. Comparing this approach to the standardRWA-based Markovian master equation, we find that significantly betteragreement is possible using the coarse-graining approach, for a three-levelmodel coupled to a bath of oscillators, whose exact dynamics we can solve forat zero temperature. The model has the important feature that the RWA has anon-trivial effect on the dynamics of the populations. We show that the twodifferent master equations can exhibit strong qualitative differences for thepopulation of the energy eigenstates even for such a simple model. TheRWA-based master equation misses an important feature which the coarse-grainingbased scheme does not. By optimizing the coarse-graining timescale the latterscheme can be made to approach the exact solution much more closely than theRWA-based master equation.","Christian Majenz, Tameem Albash, Heinz-Peter Breuer, Daniel A. Lidar, ",http://arxiv.org/pdf/1303.6580v1.pdf,./files/CoarseGrainingCanBeatTheRotatingWaveApproximationInQuantumMarkovianMasterEquations.pdf
http://arxiv.org/abs/1408.1475v1,2014-08-07T04:50:08Z,2014-08-07T04:50:08Z,ExactNonMarkovianMasterEquationsForMultipleQubitSystemsQuantumTrajectoryApproach.pdf,"  A wide class of exact master equations for a multiple qubit system can beexplicitly constructed by using the corresponding exact non-Markovian quantumstate diffusion equations. These exact master equations arise naturally fromthe quantum decoherence dynamics of qubit system as a quantum memory coupled toa collective colored noisy source. The exact master equations are alsoimportant in optimal quantum control, quantum dissipation and quantumthermodynamics. In this paper, we show that the exact non-Markovian masterequation for a dissipative N-qubit system can be derived explicitly from thestatistical average of the corresponding non-Markovian quantum trajectories. Weillustrated our general formulation by an explicit construction of athree-qubit system coupled to a non-Markovian bosonic environment. Thismultiple qubit master equation offers an accurate time evolution of quantumsystems in various domains, and paves a way to investigate the memory effect ofan open system in a non-Markovian regime without any approximation.","Yusui Chen, J. Q. You, Ting Yu, ",http://arxiv.org/pdf/1408.1475v1.pdf,./files/ExactNonMarkovianMasterEquationsForMultipleQubitSystemsQuantumTrajectoryApproach.pdf
http://arxiv.org/abs/1605.06609v2,2016-08-14T16:12:53Z,2016-05-21T09:05:14Z,DynamicsOfOpenQuantumSpinSystemsAnAssessmentOfTheQuantumMasterEquationApproach.pdf,"  Data of the numerical solution of the time-dependent Schr\""odinger equationof a system containing one spin-1/2 particle interacting with a bath of up to32 spin-1/2 particles is used to construct a Markovian quantum master equationdescribing the dynamics of the system spin. The procedure of obtaining thisquantum master equation, which takes the form of a Bloch equation withtime-independent coefficients, accounts for all non-Markovian effects in asmuch the general structure of the quantum master equation allows. Oursimulation results show that, with a few rather exotic exceptions, theBloch-type equation with time-independent coefficients provides a simple andaccurate description of the dynamics of a spin-1/2 particle in contact with athermal bath. A calculation of the coefficients that appear in the Redfieldmaster equation in the Markovian limit shows that this perturbatively derivedequation quantitatively differs from the numerically estimated Markovian masterequation, the results of which agree very well with the solution of thetime-dependent Schr\""odinger equation.","P. Zhao, H. De Raedt, S. Miyashita, F. Jin, K. Michielsen, ",http://arxiv.org/pdf/1605.06609v2.pdf,./files/DynamicsOfOpenQuantumSpinSystemsAnAssessmentOfTheQuantumMasterEquationApproach.pdf
http://arxiv.org/abs/1702.06642v2,2017-03-02T23:14:46Z,2017-02-22T01:55:02Z,SolutionsOfGenericBilinearMasterEquationsForAQuantumOscillatorPositiveAndFactorizedConditionsOnStationaryStates.pdf,"  We obtain the solutions of the generic bilinear master equation for a quantumoscillator with constant coefficients in the Gaussian form. Thewell-behavedness and positive semidefiniteness of the stationary states couldbe characterized by a three-dimensional Minkowski vector. By requiring thestationary states to satisfy a factorized condition, we obtain a generic classof master equations that includes the well-known ones and theirgeneralizations, some of which are completely positive. A further subset of themaster equations with the Gibbs states as stationary states is also obtained.For master equations with not completely positive generators, an analysis onthe stationary states suggests conditions on the coefficients of the masterequations that generate positive evolution for a given initial state.",B. A. Tay,http://arxiv.org/pdf/1702.06642v2.pdf,./files/SolutionsOfGenericBilinearMasterEquationsForAQuantumOscillatorPositiveAndFactorizedConditionsOnStationaryStates.pdf
http://arxiv.org/abs/1709.04215v1,2017-09-13T09:39:58Z,2017-09-13T09:39:58Z,LongTimeBehaviorOfTheMasterEquationInMeanFieldGameTheory.pdf,"  Mean Field Game (MFG) systems describe equilibrium configurations in gameswith infinitely many interacting controllers. We are interested in the behaviorof this system as the horizon becomes large, or as the discount factor tends to$0$. We show that, in the two cases, the asymptotic behavior of the Mean FieldGame system is strongly related with the long time behavior of the so-calledmaster equation and with the vanishing discount limit of the discounted masterequation, respectively. Both equations are nonlinear transport equations in thespace of measures. We prove the existence of a solution to an ergodic masterequation, towards which the time-dependent master equation converges as thehorizon becomes large, and towards which the discounted master equationconverges as the discount factor tends to $0$. The whole analysis is based onthe obtention of new estimates for the exponential rates of convergence of thetime-dependent MFG system and the discounted MFG system.","Pierre Cardaliaguet, Alessio Porretta, ",http://arxiv.org/pdf/1709.04215v1.pdf,./files/LongTimeBehaviorOfTheMasterEquationInMeanFieldGameTheory.pdf
http://arxiv.org/abs/1805.10689v4,2018-10-31T06:55:22Z,2018-05-27T21:04:57Z,TimeDependentMarkovianQuantumMasterEquation.pdf,"  We construct a quantum Markovian Master equation for a driven system coupledto a thermal bath. The derivation utilizes an explicit solution of thepropagator of the driven system. This enables the validity of the Masterequation to be extended beyond the adiabatic limit. The Non-Adiabatic MasterEquation (NAME) is derived employing the weak system-bath coupling limit. TheNAME is valid when a separation of timescales exists between the bath dynamicsand the external driving. In contrast to the adiabatic Master equation, theNAME leads to coupled equations of motion for the population and coherence. Weemploy the NAME to solve the example of an open driven time-dependent harmonicoscillator. For the harmonic oscillator the NAME predicts the emergence ofcoherence associated with the dissipation term. As a result of thenon-adiabatic driving the thermalization rate is suppressed. The solution iscompared with both numerical calculations and the adiabatic Master equation.","Roie Dann, Amikam Levy, Ronnie Kosloff, ",http://arxiv.org/pdf/1805.10689v4.pdf,./files/TimeDependentMarkovianQuantumMasterEquation.pdf
http://arxiv.org/abs/1806.08175v1,2018-06-21T11:33:57Z,2018-06-21T11:33:57Z,ThermodynamicConsistencyOfTheOptomechanicalMasterEquation.pdf,"  We investigate the thermodynamic consistency of the master equationdescription of heat transport through an optomechanical system attached to twoheat baths, one optical and one mechanical. We employ three different masterequations to describe this scenario: (i) The standard master equation used inoptomechanics, where each bath acts only on the resonator that it is physicallyconnected to; (ii) the so-called dressed-state master equation, where themechanical bath acts on the global system; and (iii) what we call the globalmaster equation, where both baths are treated non-locally and affect both theoptical and mechanical subsystems. Our main contribution is to demonstratethat, under certain conditions including when the optomechanical couplingstrength is weak, the second law of thermodynamics is violated by the first twoof these pictures. In order to have a thermodynamically consistent descriptionof an optomechanical system, therefore, one has to employ a global descriptionof the effect of the baths on the system.","Muhammad T. Naseem, André Xuereb, Özgür E. Müstecaplıoğlu, ",http://arxiv.org/pdf/1806.08175v1.pdf,./files/ThermodynamicConsistencyOfTheOptomechanicalMasterEquation.pdf
http://arxiv.org/abs/1812.07867v1,2018-12-19T10:48:33Z,2018-12-19T10:48:33Z,LeadershipGapInAgileTeamsHowTeamsAndScrumMastersMature.pdf,"  Motivation: How immature teams can become agile is a question that puzzlespractitioners and researchers alike. Scrum is one method that supports agileworking. Empirical research on the Scrum Master role remains scarce and revealscontradicting results. While the Scrum Master role is often centred on oneperson in rather immature teams, the role is expected to be shared amongmultiple members in mature teams. Objective: Therefore, we aim to understandhow the Scrum Master role changes while the team matures. Method: We appliedGrounded Theory and conducted qualitative interviews with 53 practitioners of29 software and non-software project teams from Robert Bosch GmbH. Results: Wediscovered that Scrum Masters initially plays nine leadership roles which theytransfer to the team while it matures. Roles can be transferred by providing aleadership gap, which allows team members to take on a leadership role, and byproviding an internal team environment with communication on equal terms,psychological safety, transparency, shared understanding, shared purpose andself-efficacy. Conclusion: The Scrum Master role changes while the teammatures. Trust and freedom to take over a leadership role in teams areessential enablers. Our results support practitioners in implementing agileteams in established companies.","Simone V. Spiegler, Christoph Heinecke, Stefan Wagner, ",http://arxiv.org/pdf/1812.07867v1.pdf,./files/LeadershipGapInAgileTeamsHowTeamsAndScrumMastersMature.pdf
http://arxiv.org/abs/1912.07142v1,2019-12-16T00:42:06Z,2019-12-16T00:42:06Z,SemanticSegmentationForCompoundFigures.pdf,"  Scientific literature contains large volumes of unstructured data,with over30\% of figures constructed as a combination of multiple images, these compoundfigures cannot be analyzed directly with existing information retrieval tools.In this paper, we propose a semantic segmentation approach for compound figureseparation, decomposing the compound figures into ""master images"". Each masterimage is one part of a compound figure governed by a subfigure label (typically""(a), (b), (c), etc""). In this way, the separated subfigures can be easilyassociated with the description information in the caption. In particular, wepropose an anchor-based master image detection algorithm, which leverages thecorrelation between master images and subfigure labels and locates the masterimages in a two-step manner. First, a subfigure label detector is built toextract the global layout information of the compound figure. Second, thelayout information is combined with local features to locate the master images.We validate the effectiveness of proposed method on our labeled testing datasetboth quantitatively and qualitatively.","Weixin Jiang, Eric Schwenker, Maria Chan, Oliver Cossairt, ",http://arxiv.org/pdf/1912.07142v1.pdf,./files/SemanticSegmentationForCompoundFigures.pdf
http://arxiv.org/abs/0809.2896v1,2008-09-17T10:23:55Z,2008-09-17T10:23:55Z,MasterModesIn3dTurbulentChannelFlow.pdf,"  Turbulent flow fields can be expanded into a series in a set of basicfunctions. The terms of such series are often called modes. A master- (ordetermining) mode set is a subset of these modes, the time history of whichuniquely determines the time history of the entire turbulent flow provided thatthis flow is developed. In the present work the existence of themaster-mode-set is demonstrated numerically for turbulent channel flow. Theminimal size of a master-mode set and the rate of the process of the recoveryof the entire flow from the master-mode set history are estimated. The velocityfield corresponding to the minimal master-mode set is found to be a goodapproximation for mean velocity in the entire flow field. Mean characteristicsinvolving velocity derivatives deviate in a very close vicinity to the wall,while master-mode two-point correlations exhibit unrealistic oscillations. Thiscan be improved by using a larger than minimal master-mode set. The near-wallstreaks are found to be contained in the velocity field corresponding to theminimal master-mode set, and the same is true at least for the large-scale partof the longitudinal vorticity structure. A database containing the time historyof a master-mode set is demonstrated to be an efficient tool for investigatingrare events in turbulent flows. In particular, a travelling-wave-like objectwas identified on the basis of the analysis of the database. Twomaster-mode-set databases of the time history of a turbulent channel flow aremade available online at http://www.dnsdata.afm.ses.soton.ac.uk/. The servicesprovided include the facility for the code uploaded by a user to be run on theserver with an access to the data.","Sergei Chernyshenko, Maksym Bondarenko, ",http://arxiv.org/pdf/0809.2896v1.pdf,./files/MasterModesIn3dTurbulentChannelFlow.pdf
http://arxiv.org/abs/cond-mat/0510236v1,2005-10-10T13:50:48Z,2005-10-10T13:50:48Z,QuantumMasterEquationDescriptionsOfANanomechanicalResonatorCoupledToASingleElectronTransistor.pdf,"  We analyse the quantum dynamics of a nanomechanical resonator coupled to anormal-state single-electron transistor (SET). Starting from a microscopicdescription of the system, we derive a master equation for the SET islandcharge and resonator which is valid in the limit of weak electro-mechanicalcoupling. Using this master equation we show that, apart from brief transients,the resonator always behaves like a damped harmonic oscillator with a shiftedfrequency and relaxes into a thermal-like steady state. Although the behaviourremains qualitatively the same, we find that the magnitude of the resonatordamping rate and frequency shift depend very sensitively on the relativemagnitudes of the resonator period and the electron tunnelling time. Maximumdamping occurs when the electrical and mechanical time-scales are the same, butthe frequency shift is greatest when the resonator moves much more slowly thanthe island charge. We then derive reduced master equations which describe justthe resonator dynamics. By making slightly different approximations, we obtaintwo different reduced master equations for the resonator. Apart from minordifferences, the two reduced master equations give rise to a consistent pictureof the resonator dynamics which matches that obtained from the master equationincluding the SET island charge.","Denzil Rodrigues, Andrew Armour, ",http://arxiv.org/pdf/cond-mat/0510236v1.pdf,./files/QuantumMasterEquationDescriptionsOfANanomechanicalResonatorCoupledToASingleElectronTransistor.pdf
http://arxiv.org/abs/1710.03431v1,2017-10-10T07:38:31Z,2017-10-10T07:38:31Z,QuantumTrajectoriesForTimeDependentAdiabaticMasterEquations.pdf,"  We develop a quantum trajectories technique for the unraveling of the quantumadiabatic master equation in Lindblad form. By evolving a complex state vectorof dimension $N$ instead of a complex density matrix of dimension $N^2$,simulations of larger system sizes become feasible. The cost of running manytrajectories, which is required to recover the master equation evolution, canbe minimized by running the trajectories in parallel, making this methodsuitable for high performance computing clusters. In general, the trajectoriesmethod can provide up to a factor $N$ advantage over directly solving themaster equation. In special cases where only the expectation values of certainobservables are desired, an advantage of up to a factor $N^2$ is possible. Wetest the method by demonstrating agreement with direct solution of the quantumadiabatic master equation for $8$-qubit quantum annealing examples. We alsoapply the quantum trajectories method to a $16$-qubit example originallyintroduced to demonstrate the role of tunneling in quantum annealing, which issignificantly more time consuming to solve directly using the master equation.The quantum trajectories method provides insight into individual quantum jumptrajectories and their statistics, thus shedding light on open system quantumadiabatic evolution beyond the master equation.","Ka Wa Yip, Tameem Albash, Daniel A. Lidar, ",http://arxiv.org/pdf/1710.03431v1.pdf,./files/QuantumTrajectoriesForTimeDependentAdiabaticMasterEquations.pdf
http://arxiv.org/abs/1807.01170v3,2018-12-04T11:51:53Z,2018-07-03T13:29:06Z,PrivateCodedComputationForMachineLearning.pdf,"  In a distributed computing system for the master-worker framework, an erasurecode can mitigate the effects of slow workers, also called stragglers. Thedistributed computing system combined with coding is referred to as codedcomputation. We introduce a variation of coded computation that protects themaster's privacy from the workers, which is referred to as private codedcomputation. In private coded computation, the master needs to compute afunction of its own dataset and one of the datasets in a library exclusivelyshared by the external workers. After the master recovers the result of thedesired function through coded computation, the workers should not know whichdataset in the library was desired by the master, which implies that themaster's privacy is protected. We propose a private coded computation schemefor matrix multiplication, namely private polynomial codes, based on polynomialcodes for conventional coded computation. As special cases of privatepolynomial codes, we propose private one-shot polynomial codes and privateasynchronous polynomial codes. Whereas the private one-shot polynomial codeachieves a lower communication load from the master to each worker, the privateasynchronous polynomial code achieves faster computation than private one-shotpolynomial codes. In terms of computation time and communication load, wecompare private one-shot polynomial codes and private asynchronous polynomialcodes with a conventional robust private information retrieval scheme which canbe directly applied to coded computation.","Minchul Kim, Heecheol Yang, Jungwoo Lee, ",http://arxiv.org/pdf/1807.01170v3.pdf,./files/PrivateCodedComputationForMachineLearning.pdf
http://arxiv.org/abs/1808.03211v1,2018-08-09T15:56:00Z,2018-08-09T15:56:00Z,SpinSelectiveElectronTransferReactionsOfRadicalPairsBeyondTheHaberkornMasterEquation.pdf,"  Radical pair recombination reactions are normally described using a quantummechanical master equation for the electronic and nuclear spin densityoperator. The electron spin state selective (singlet and triplet) recombinationprocesses are described with a Haberkorn reaction term in this master equation.Here we consider a general spin state selective electron transfer reaction of aradical pair and use Nakajima-Zwanzig theory to derive the master equation forthe spin density operator, thereby elucidating the relationship betweennon-adiabatic reaction rate theory and the Haberkorn reaction term. A secondorder perturbation theory treatment of the diabatic coupling naturally resultsin the Haberkorn master equation with an additional reactive scalar electronspin coupling term. This term has been neglected in previous spin chemistrycalculations, but we show that it will often be quite significant. We also showthat beyond second order in perturbation theory, i.e., beyond the Fermi goldenrule limit, an additional reactive singlet-triplet dephasing term appears inthe master equation. A closed form expression for the reactive scalar electronspin coupling in terms of the Marcus theory parameters that determine thesinglet and triplet recombination rates is presented. By performing simulationsof radical pair reactions with the exact Hierarchical Equations of Motion(HEOM) method, we demonstrate that our master equations provide a very accuratedescription of radical pairs undergoing spin-selective non-adiabatic electrontransfer reactions. The existence of a reactive electron spin coupling may wellhave implications for biologically relevant radical pair reactions such asthose which have been suggested to play a role in avian magnetoreception.","Thomas P. Fay, Lachlan P. Lindoy, David E. Manolopoulos, ",http://arxiv.org/pdf/1808.03211v1.pdf,./files/SpinSelectiveElectronTransferReactionsOfRadicalPairsBeyondTheHaberkornMasterEquation.pdf
http://arxiv.org/abs/1302.6466v1,2013-02-21T09:45:57Z,2013-02-21T09:45:57Z,WaveformCrossCorrelationForSeismicMonitoringOfUndergroundNuclearExplosions.PartIGrandMasterEvents.pdf,"  Seismic monitoring of the Comprehensive Nuclear-Test-Ban Treaty usingwaveform cross correlation requires a uniform coverage of the globe with masterevents well recorded at array stations of the International Monitoring System.The essence of cross correlation as a monitoring tool consists in a continuouscomparison of digital waveforms at a given station with waveform templates fromthe global set of master events. At array stations, cross correlationdemonstrates a higher resolution because the time delays at individual sensorsfrom master and slave events are the same but they may differ from theoreticalones used in standard beamforming. In the regions where master events and thuswaveform templates are available, one can reduce the amplitude threshold ofsignal detection by a factor of 2 to 3 relative to standard beamforming andSTA/LTA detector used at the International Data Centre. The gain in sensitivitycorresponds to a body wave magnitude reduction by 0.3 to 0.4 units and doublesthe number of detected events. This gain is crucial for seismic monitoringunder the CTBT. The coverage by real master events is sparse and confined toareas with historical seismicity, however. In two parts of this study, weinvestigate the possibility to populate the global grid with real and syntheticmaster events. In Part I, we replicate a high-quality master event over aregular grid several hundred kilometers from its actual position. In Part II,we model waveform templates using synthetic seismograms with the aim to applythem in aseismic zones. Both approaches are tested using the aftershocksequence of the April 11, 2012 Sumatera earthquake (Ms(IDC)=8.2). We usedsixteen master events to recover the aftershocks in the Reviewed Event Bulletinof the IDC.","Dmitry Bobrov, Ivan Kitov, Mikhail Rozhkov, ",http://arxiv.org/pdf/1302.6466v1.pdf,./files/WaveformCrossCorrelationForSeismicMonitoringOfUndergroundNuclearExplosions.PartIGrandMasterEvents.pdf
http://arxiv.org/abs/cond-mat/0306433v2,2004-01-12T13:33:35Z,2003-06-17T10:16:06Z,QuantumMasterEquationForASystemInfluencingItsEnvironment.pdf,"  A perturbative quantum master equation is derived for a system interactingwith its environment, which is more general than the ones derived before. Ourmaster equation takes into account the effect of the energy exchanges betweenthe system and the environment and the conservation of energy in a finite totalsystem. This master quantum describes relaxation mechanisms in isolatednanoscopic quantum systems. In its most general form, this equation isnon-Markovian and a Markovian version of it rules the long-time relaxation. Weshow that our equation reduces to the Redfield equation in the limit where theenergy of the system does not affect the density of state of its environment.This master equation and the Redfield one are applied to a spin-environmentmodel defined in terms of random matrices and compared with the solutions ofthe exact von Neumann equation. The comparison proves the necessity to allowenergy exchange between the subsystem and the environment in order to correctlydescribe the relaxation in isolated nanoscopic total system.","M. Esposito, P. Gaspard, ",http://arxiv.org/pdf/cond-mat/0306433v2.pdf,./files/QuantumMasterEquationForASystemInfluencingItsEnvironment.pdf
http://arxiv.org/abs/cond-mat/0601088v1,2006-01-05T07:13:40Z,2006-01-05T07:13:40Z,IsTheEntropyAtTheLiquidGasCriticalPointOfPureFluidsProportionalToAMasterDimensionlessConstant.pdf,"  From a minimal set made of four scale factors defined at the liquid-gascritical point of a pure fluid, and one adjustable parameter which accounts forparticle quantum effects, we demonstrate here a master singular behavior of thecorrelation length for the one-component fluid subclass, using an asymptoticscale dilatation of the physical fields. Such master behavior observed withinthe preasymtotic domain is in conformity with the renormalized $\Phi\_{d =3}^{4}$ Field Theory predictions at large correlation length scale of thefluctuating order parameter, for the complete universality class of thesymmetrical uniaxial 3D-Ising-like systems. The following consequences arediscussed: (i) A comparison between the critical state of pure fluids and thezero-temperature state leads to an intuitive analogy with the (Nerst) third lawof thermo- dynamics, which authorizes specific master form for hyperscalingwithin the subclass of pure fluids; (ii) A master constant value of thenon-dimensional critical entropy can exist for all the pure fluids at theshort-ranged lengthscale of the molecular interaction. From this latterhypothesis, we show that the needed four scale factors are the four preferreddirections ex- pressing complete thermodynamic (linear) continuity crossing theliquid-gas critical point on the (pressure, volume, temperature) phase surface.",Yves Garrabos,http://arxiv.org/pdf/cond-mat/0601088v1.pdf,./files/IsTheEntropyAtTheLiquidGasCriticalPointOfPureFluidsProportionalToAMasterDimensionlessConstant.pdf
http://arxiv.org/abs/cond-mat/0606788v2,2006-07-02T10:03:45Z,2006-06-30T00:31:59Z,QuantumMasterEquationSchemeOfTimeDependentDensityFunctionalTheoryToTimeDependentTransportInNanoElectronicDevices.pdf,"  In this work a practical scheme is developed for the first-principles studyof time-dependent quantum transport. The basic idea is to combine the transportmaster-equation with the well-known time-dependent density functional theory.The key ingredients of this paper include: (i) the partitioning-free initialcondition and the consideration of the time-dependent bias voltages which baseour treatment on the Runge-Gross existence theorem; (ii) the non-Markovianmaster equation for the reduced (many-body) central system (i.e. the device);and (iii) the construction of Kohn-Sham master equation for the reducedsingle-particle density matrix, where a number of auxiliary functions areintroduced and their equations of motion (EOM) are established based on thetechnique of spectral decomposition. As a result, starting with a well-definedinitial state, the time-dependent transport current can be calculatedsimultaneously along the propagation of the Kohn-Sham master equation and theEOM of the auxiliary functions.","Xin-Qi Li, YiJing Yan, ",http://arxiv.org/pdf/cond-mat/0606788v2.pdf,./files/QuantumMasterEquationSchemeOfTimeDependentDensityFunctionalTheoryToTimeDependentTransportInNanoElectronicDevices.pdf
http://arxiv.org/abs/gr-qc/0211060v2,2003-06-03T16:24:25Z,2002-11-18T03:45:27Z,ImprovementOnTheMetricReconstructionSchemeInTheReggeWheelerZerilliFormalism.pdf,"  We study master variables in the Regge-Wheeler-Zerilli formalism. We showthat a specific choice of new variables is suitable for studying perturbationtheory from the viewpoint of radiation reaction calculations. With explicitdefinition of the improved master variables in terms of components of metricperturbations, we present the master equations, with source terms, and metricreconstruction formulas. In the scheme using these new variables, we do notneed any time and radial integrations except for solving the master equation.We also show that the master variable for even parity modes which satisfies thesame homogeneous equation as the odd parity case, obtained via  Chandrasekhar transformation, does not have the good property in this sense.","Sanjay Jhingan, Takahiro Tanaka, ",http://arxiv.org/pdf/gr-qc/0211060v2.pdf,./files/ImprovementOnTheMetricReconstructionSchemeInTheReggeWheelerZerilliFormalism.pdf
http://arxiv.org/abs/gr-qc/0510011v1,2005-10-04T08:53:39Z,2005-10-04T08:53:39Z,QuantumSpinDynamicsViii.TheMasterConstraint.pdf,"  Recently the Master Constraint Programme (MCP) for Loop Quantum Gravity (LQG)was launched which replaces the infinite number of Hamiltonian constraints by asingle Master constraint. The MCP is designed to overcome the complicationsassociated with the non -- Lie -- algebra structure of the Dirac algebra ofHamiltonian constraints and was successfully tested in various field theorymodels. For the case of 3+1 gravity itself, so far only a positive quadraticform for the Master Constraint Operator was derived. In this paper we closethis gap and prove that the quadratic form is closable and thus stems from aunique self -- adjoint Master Constraint Operator. The proof rests on a simplefeature of the general pattern according to which Hamiltonian constraints inLQG are constructed and thus extends to arbitrary matter coupling and holds forany metric signature. With this result the existence of a physical Hilbertspace for LQG is established by standard spectral analysis.",Thomas Thiemann,http://arxiv.org/pdf/gr-qc/0510011v1.pdf,./files/QuantumSpinDynamicsViii.TheMasterConstraint.pdf
http://arxiv.org/abs/gr-qc/0510014v4,2006-03-03T15:25:11Z,2005-10-04T16:43:12Z,MasterConstraintOperatorInLoopQuantumGravity.pdf,"  We introduce a master constraint operator $\hat{\mathbf{M}}$ densely definedin the diffeomorphism invariant Hilbert space in loop quantum gravity, whichcorresponds classically to the master constraint in the programme. It is shownthat $\hat{\mathbf{M}}$ is positive and symmetric, and hence has its Friedrichsself-adjoint extension. The same conclusion is tenable for an alternativemaster operator $\hat{\mathbf{M'}}$, whose quadratic form coincides with theone proposed by Thiemann. So the master constraint programme for loop quantumgravity can be carried out in principle by employing either of the twooperators.","Muxin Han, Yongge Ma, ",http://arxiv.org/pdf/gr-qc/0510014v4.pdf,./files/MasterConstraintOperatorInLoopQuantumGravity.pdf
http://arxiv.org/abs/hep-ph/0003261v1,2000-03-27T15:20:48Z,2000-03-27T15:20:48Z,TheTensorReductionAndMasterIntegralsOfTheTwoLoopMasslessCrossedBoxWithLightLikeLegs.pdf,"  The class of the two-loop massless crossed boxes, with light-like externallegs, is the final unresolved issue in the program of computing the scatteringamplitudes of 2 --> 2 massless particles at next-to-next-to-leading order.  In this paper, we describe an algorithm for the tensor reduction of suchdiagrams. After connecting tensor integrals to scalar ones with arbitrarypowers of propagators in higher dimensions, we derive recurrence relations fromintegration-by-parts and Lorentz-invariance identities, that allow us to writethe scalar integrals as a combination of two master crossed boxes plussimpler-topology diagrams.  We derive the system of differential equations that the two master integralssatisfy using two different methods, and we use one of these equations toexpress the second master integral as a function of the first one, alreadyknown in the literature. We then give the analytic expansion of the secondmaster integral as a function of epsilon=(4-D)/2, where D is the space-timedimension, up to order O(epsilon^0).","C. Anastasiou, T. Gehrmann, C. Oleari, E. Remiddi, J. B. Tausk, ",http://arxiv.org/pdf/hep-ph/0003261v1.pdf,./files/TheTensorReductionAndMasterIntegralsOfTheTwoLoopMasslessCrossedBoxWithLightLikeLegs.pdf
